   1.6572737e+00   4.2274395e+00   4.3638029e+00   7.9331547e+00   5.4284238e+00
   6.7389311e+00   1.1098055e-01   6.0515023e+00   7.0039906e+00   9.7405773e+00
   3.0479705e+00   7.8596216e+00   2.9167420e+00   7.8462380e+00   3.5119007e+00
   3.3699837e+00   9.7266976e+00   8.0064737e+00   8.4834768e+00   1.1426341e+00
   7.6786258e+00   4.5293730e+00   9.5541479e+00   7.1657575e+00   3.5473451e+00
   7.9039191e+00   1.5000919e+00   1.3212303e+00   7.0639211e+00   6.0282355e+00
   1.8494962e+00   4.8198807e-01   8.4077605e+00   2.6097472e+00   2.4251825e+00
   3.0278325e+00   5.1591832e+00   8.6608419e+00   2.1933876e+00   4.3144287e+00
   3.3242971e+00   6.5443218e+00   6.2736301e+00   6.8421267e+00   6.2021583e+00
   2.2186084e+00   1.5539987e+00   1.4946820e+00   2.4370235e+00   9.1635056e+00
   3.0965562e+00   4.9805738e+00   8.4989140e+00   1.6935640e+00   2.0900287e+00
   7.8046673e+00   4.4611403e-02   1.5475948e-01   7.0358826e+00   7.2361048e+00
   3.5456070e+00   6.0245162e-01   6.7192024e+00   2.3844745e+00   2.4584775e+00
   6.0339830e+00   4.9747025e+00   6.7536573e+00   7.7512237e+00   7.5452907e+00
   2.7509715e+00   5.6072440e+00   1.9083555e+00   7.1353685e+00   8.3053833e+00
