   3.7916432e+00   9.9992236e+00   7.9512475e+00   5.6586594e+00   7.6023307e+00
   3.3963584e+00   7.4349483e+00   4.4853350e+00   3.5565569e+00   7.9881888e+00
   2.5428353e+00   6.8320909e+00   2.7950567e+00   2.7788714e+00   6.1583564e+00
   2.4348787e+00   8.1991938e+00   3.7376834e+00   3.3384407e+00   7.9751685e+00
   2.9100487e+00   2.5642397e+00   8.1450965e+00   6.1821766e+00   2.1933117e+00
   1.9854657e+00   6.9246339e-02   8.7694746e+00   2.9813970e+00   1.7642037e+00
   3.2047213e+00   7.8088215e+00   2.1808244e+00   1.9049250e+00   3.4550166e-01
   2.6239034e+00   3.2956979e+00   6.3762853e+00   7.0378641e+00   7.8373321e+00
   4.0261189e+00   8.4211329e+00   8.5595718e+00   2.9826200e+00   7.6319477e+00
   7.8415155e+00   3.7239053e-02   9.6917711e+00   5.9222638e+00   4.9005961e+00
   6.6446804e+00   1.0163991e+00   8.0118010e+00   8.0283024e+00   3.1077302e+00
   7.4878864e+00   4.5094269e+00   1.0163014e+00   6.5954802e+00   7.8724824e+00
   3.1967400e+00   9.9748232e+00   7.9236386e+00   1.9032362e+00   6.9471917e+00
   2.1591607e+00   4.5278547e+00   6.4462299e+00   2.9828108e+00   5.5481190e+00
   7.0455246e+00   6.1667584e+00   9.7741261e+00   7.5548073e+00   4.1741521e-01
   3.2214532e+00   1.1301890e+00   2.9326923e+00   6.0801391e+00   2.7599180e+00
   3.5376850e+00   7.1797785e+00   1.7858853e+00   3.7964621e+00   2.5677342e+00
   2.9729385e+00   8.1433866e+00   5.1205568e-01   2.4281709e+00   4.8735528e+00
   2.8210935e+00   2.9625799e+00   1.3853989e+00   6.4804330e+00   3.9423512e+00
   3.6251965e+00   2.3425325e-01   9.9097669e+00   7.8409959e+00   2.8141647e+00
   2.1018663e+00   8.6303263e+00   9.8544396e+00   6.6298048e+00   9.5489530e+00
   6.2151618e+00   4.1784041e+00   5.8107734e+00   6.5554712e+00   8.1049936e+00
   2.4728448e+00   1.3106152e-01   2.5051650e+00   7.1847089e+00   5.7235024e+00
   3.4250518e+00   6.9341846e+00   4.4369120e+00   7.6098743e+00   5.1954283e+00
   4.6091013e+00   3.7572509e+00   6.6664235e+00   6.3617450e+00   7.5953452e+00
   7.1843438e+00   9.7318453e+00   6.0291314e+00   7.0504345e+00   9.7325872e+00
   7.9521561e+00   1.7575340e+00   1.6121045e+00   6.7180736e+00   6.6280134e+00
   6.8895172e+00   4.1868774e+00   2.4101122e+00   6.4439877e+00   4.8992297e+00
   2.7432614e+00   2.1907063e+00   4.9288057e+00   3.3437593e+00   9.7602068e+00
   2.2988998e+00   1.9984753e+00   7.1087664e+00   7.4098218e+00   7.4728429e+00
   2.6484735e+00   2.1785141e+00   4.4358728e-01   7.4519674e+00   5.8884216e+00
   2.9127103e+00   5.2931905e+00   1.8955719e+00   3.3340130e+00   3.2193255e+00
   1.0817916e+00   3.6079079e+00   6.9778249e-01   1.6409502e+00   8.7850509e+00
   2.9469021e+00   5.2184327e+00   3.5148567e+00   3.8056661e+00   1.6339968e+00
   1.7687912e+00   7.8918893e+00   3.1024696e+00   6.2853370e+00   6.7188667e+00
   3.3207212e+00   2.7908868e+00   3.3246626e+00   2.7228569e+00   9.5912224e+00
   2.6870615e+00   6.7547520e+00   9.3376879e+00   7.6934971e+00   4.6628163e+00
   2.6320554e+00   2.2504729e+00   8.8310270e+00   3.5351656e+00   1.5645624e+00
   7.2594644e+00   2.3604177e+00   7.1253598e+00   8.0167306e+00   3.3136487e+00
   2.6999409e+00   3.8438317e+00   3.7086961e+00   3.0687767e+00   5.0949414e+00
   2.6682271e+00   4.5804921e+00   6.6676379e-01   7.0578637e+00   2.4588615e+00
   1.9943137e+00   9.1034521e+00   9.9138228e+00   3.5871013e+00   8.5471460e+00
   3.7197751e+00   6.2436835e+00   5.6192032e+00   3.0002883e+00   1.1661916e+00
   6.8793669e+00   9.1874439e-01   4.3670670e+00   7.5187033e+00   3.1253792e+00
   6.9705054e+00   5.3620021e+00   9.5906795e+00   6.2949089e+00   5.4387371e+00
   6.5194437e+00   2.2108342e+00   9.2553517e+00   7.1656453e+00   4.5808494e+00
   2.8629427e+00   9.9370307e+00   4.3316115e+00   7.2132480e+00   6.5325145e+00
   3.0735776e+00   5.4610055e+00   8.5903695e+00   3.1413005e+00   1.7819101e+00
   2.3709074e+00   9.1469089e-01   6.6325834e+00   3.8524799e+00   9.5560774e+00
   2.8109440e+00   8.6026646e+00   8.8868781e+00   1.6710188e+00   1.2119283e+00
   3.2435890e+00   7.2167999e+00   6.7595221e+00   7.1468225e+00   1.4962448e+00
   7.3677048e+00   2.6040778e+00   8.8654185e+00   6.9914106e+00   5.8832538e+00
   3.7515611e+00   2.0992466e+00   4.7730748e+00   2.6761910e+00   4.7255172e+00
   2.4044386e+00   5.8730070e+00   5.7742573e+00   8.6977198e+00   9.4244029e+00
   5.9675647e+00   6.9938168e+00   4.0283043e+00   6.4336073e+00   2.6624400e+00
   3.4118620e+00   6.1345929e+00   2.6213445e+00   7.4055319e+00   6.1704606e+00
   3.3164105e+00   1.3963467e+00   9.1853216e-01   6.8026226e+00   2.2335284e-01
   3.6571504e+00   9.1530708e+00   9.7832473e-01   2.7723037e+00   1.8494146e+00
   8.3464109e+00   7.3023901e+00   5.7990790e+00   5.8828284e+00   6.2795318e+00
   8.9395758e-01   8.9358214e+00   8.8199365e+00   2.5416945e+00   5.5296284e+00
   3.4502544e+00   7.8802924e+00   1.6462757e+00   2.5898022e+00   5.5139945e-01
   2.2680747e+00   3.1855854e+00   8.5690053e+00   8.2794602e+00   4.9830610e+00
   3.3942208e+00   7.2305300e-01   3.9824348e+00   1.0724957e+00   9.2239150e+00
   4.2819280e+00   9.9032178e+00   4.1342010e+00   2.2823444e+00   6.2554117e+00
   4.0139525e+00   4.6182723e+00   7.7156710e+00   6.4877206e+00   6.9782582e+00
   2.7942209e+00   2.0833454e+00   2.6076046e+00   6.5788030e+00   7.3158931e+00
   6.7265947e+00   1.3433456e+00   9.9879028e+00   7.0017466e+00   2.1742816e+00
   2.1713094e+00   6.8682241e+00   7.7776408e+00   2.0832024e+00   4.2979894e+00
   3.3493310e+00   6.6778459e+00   6.8161446e+00   1.4355894e+00   7.6569352e+00
   2.6550347e+00   7.0693745e+00   4.8666374e+00   6.5398896e+00   5.7331182e+00
   7.1206307e+00   6.5272220e+00   5.0773628e+00   7.5171159e+00   7.6691483e+00
   2.3106179e+00   5.5373680e+00   8.5654805e+00   6.5583387e+00   3.9443015e+00
   6.5025973e+00   4.3972453e+00   5.6223057e+00   8.6012958e+00   1.8371369e+00
   6.8015931e+00   3.7529071e-01   6.4202021e+00   7.1965233e+00   9.1418604e-01
   7.2322572e+00   6.4670271e+00   6.6654183e+00   7.1333023e+00   4.1712299e+00
   6.5816877e+00   1.1832585e+00   5.9305185e+00   6.3092091e+00   1.7258171e+00
   2.8053547e+00   9.0967599e+00   8.2138012e+00   2.6588880e+00   6.6155619e-01
   2.4955989e+00   2.0382963e+00   9.5283913e+00   7.9332349e+00   1.0039748e+00
   8.6338507e+00   9.3365641e+00   3.3100963e+00   7.1930730e+00   2.9861312e-01
   3.3219271e+00   8.2097030e+00   1.0265918e+00   2.9867148e+00   9.1850834e-01
   3.5870032e+00   6.5652055e+00   7.9197701e+00   6.4178433e-01   2.7189654e+00
   2.8391284e+00   8.4173664e+00   6.6081172e+00   7.6058212e+00   8.6458034e+00
   3.7867616e+00   8.4772256e+00   6.2572830e+00   2.2584653e+00   3.9805039e+00
   1.6311918e+00   9.5082269e+00   9.1611007e+00   4.4855954e+00   9.8812817e+00
   7.4004445e+00   4.2761448e+00   1.6606639e+00   7.5287713e+00   4.2199574e+00
   6.7465067e+00   5.0967373e+00   7.6158333e+00   7.0112265e+00   2.6374292e+00
   3.3460090e+00   7.4399290e+00   3.4014255e+00   7.5212882e+00   1.5004263e+00
   2.6411138e+00   8.7954876e+00   4.6649628e+00   1.7922189e+00   2.8634232e+00
   2.3974389e+00   5.0900804e+00   3.3923478e+00   2.4843114e+00   7.1613617e+00
   6.2558353e+00   2.8494805e+00   3.1505903e+00   7.6969273e+00   8.0742421e+00
   7.1294880e+00   5.7214888e+00   7.4027536e+00   7.9413676e+00   5.2060102e+00
   5.8108014e+00   2.2019986e+00   4.7541628e+00   8.2025259e+00   8.2668761e+00
   3.1743899e+00   7.9961842e+00   4.2858359e+00   7.6010174e+00   4.5763304e+00
   7.4173339e+00   1.4089864e+00   2.7276103e+00   7.3505197e+00   5.8290169e+00
   3.8222479e+00   6.2583673e+00   7.8159556e+00   6.8672811e+00   6.9392231e+00
   2.6804520e+00   9.4088646e+00   6.6705762e+00   7.8359536e+00   5.0915989e+00
   6.6547850e+00   8.8771006e+00   6.7585988e-01   6.4832705e+00   1.1066581e+00
   2.7519030e+00   2.8119063e+00   8.2360361e+00   5.4080788e+00   8.3140957e+00
   7.4259606e+00   9.7632133e+00   3.0572526e+00   6.0640682e+00   6.0963681e+00
   7.8340395e+00   3.2317501e+00   5.7242195e+00   6.9133495e+00   6.1744564e+00
   7.2758565e+00   1.7092344e+00   5.3125078e+00   6.7188113e+00   2.5664161e+00
   2.8419292e+00   2.9395430e+00   6.9600663e+00   6.1540285e+00   7.4717674e-01
   2.8107763e+00   3.9464074e+00   8.6617850e+00   8.0463092e+00   1.5285594e-01
   3.5517780e+00   1.3237412e+00   8.1483658e+00   1.7296875e+00   7.2211583e+00
   8.0545430e+00   1.1825655e+00   8.2169999e+00   5.8980124e+00   6.1849634e+00
   1.4374221e+00   2.0114405e+00   7.5674123e-02   7.7503846e+00   2.8775385e+00
   3.3491592e+00   5.5122415e+00   4.1533928e+00   2.9509005e+00   6.2750722e+00
   7.9318284e+00   4.1185119e+00   5.4139172e+00   6.5267285e+00   9.6944618e+00
   7.6013669e+00   1.7225488e+00   7.6515194e+00   6.1419317e+00   9.9976906e+00
   2.7021722e+00   6.1990054e+00   7.4982605e+00   6.1110649e+00   8.1265497e+00
   3.0534157e+00   6.6907550e+00   8.3808815e+00   7.2870503e+00   7.7917943e+00
   2.9681204e+00   8.4715146e+00   7.4089046e+00   3.2143556e+00   9.7328840e+00
   7.7261016e+00   3.3684582e+00   6.6617164e+00   7.0322271e+00   2.6902626e+00
   3.4346663e+00   2.5804027e+00   8.4536893e+00   1.6303060e+00   9.8640088e+00
   6.3248124e+00   3.7951433e+00   3.8806885e+00   7.9840001e+00   5.9819381e+00
   7.4485430e+00   7.2357274e+00   2.1278001e+00   6.7915669e+00   2.7606815e+00
   7.0055758e+00   8.4726303e+00   2.5872075e-01   7.7849687e+00   3.2054012e-01
   3.3456448e+00   9.8814706e+00   3.9465710e+00   6.2200013e+00   1.2252800e+00
   1.8943072e+00   1.9967555e+00   2.1240101e+00   2.7246555e+00   9.7315276e+00
   3.3427320e+00   1.7886384e-01   6.2676111e+00   7.8305383e+00   3.4197180e-01
   6.5886378e+00   1.8662718e+00   7.4049801e+00   5.8998044e+00   4.9707042e+00
   3.1670464e+00   6.7329365e-02   9.1516663e+00   3.5363866e+00   5.9465915e+00
   7.9961990e+00   5.6306898e-01   5.1631179e-01   7.5554409e+00   1.8925662e+00
   4.3729372e+00   4.9422322e+00   9.9385297e-01   3.4670672e+00   6.0274910e+00
   4.1194458e+00   6.6517648e-01   1.3282509e-01   2.8489002e+00   6.9334251e+00
   2.9376638e+00   9.5087454e-01   7.2298060e+00   7.0713732e+00   6.5456666e+00
   3.6655762e+00   4.6558050e+00   3.2910256e+00   3.2481504e+00   9.3084443e+00
   5.0226688e+00   1.1329860e+00   2.5101792e+00   6.1351906e+00   7.3675291e+00
   2.9397047e+00   1.7144586e+00   1.9520025e+00   6.5503611e+00   1.9875165e+00
   1.4814076e+00   6.7022052e+00   6.8449693e+00   8.2048391e+00   4.1767988e+00
   2.4543841e+00   5.8806577e+00   2.7593586e+00   2.7851392e+00   8.7484039e+00
   1.6993932e+00   1.5417502e+00   6.7877862e+00   7.1432248e+00   2.6649128e+00
   7.2784823e+00   7.0366049e+00   9.1529612e+00   6.5948524e+00   9.4530747e+00
   7.7869390e+00   7.5239923e+00   7.1709117e+00   8.1645902e+00   1.4072900e+00
   6.8414257e+00   3.7463056e+00   3.5640813e-02   7.7982995e+00   1.8212685e+00
   4.3563842e+00   1.0484594e+00   5.1710246e+00   6.4476797e+00   5.4129870e+00
   6.5677881e+00   1.7886084e+00   1.0921515e+00   7.9296217e+00   4.4420915e+00
   6.4218954e+00   8.2852099e+00   5.8328059e+00   6.3234240e+00   6.1052246e+00
   3.4889069e+00   2.6867474e+00   8.4983427e+00   8.4930469e+00   7.8269890e+00
   6.3704147e+00   2.0559388e+00   8.9500383e+00   7.6196139e+00   2.8603406e+00
   3.5076495e+00   5.1575672e+00   9.0185978e+00   7.5405317e+00   7.2881124e+00
   3.9727630e+00   8.5019103e+00   3.2821864e+00   5.8527279e+00   6.8694863e+00
   6.1612263e+00   9.3905961e+00   3.2822355e-01   6.5194722e+00   7.6159076e+00
   3.8532998e+00   3.8855689e+00   4.0455274e+00   7.9701234e+00   4.7365023e+00
   3.9501780e+00   6.4809333e+00   4.5024682e+00   3.6518135e+00   2.5308200e+00
   2.3866888e+00   9.7783697e+00   1.5655150e-01   2.7656932e+00   1.3760244e+00
   2.2495102e+00   8.5618089e+00   6.9511297e-02   2.2361462e+00   4.4055931e+00
   2.8493515e+00   4.6900660e+00   8.9433352e+00   6.9766569e+00   2.5943248e+00
   7.5509182e+00   5.3344202e+00   2.2371917e+00   6.9471977e+00   9.8006484e+00
   3.2060142e+00   3.3271625e+00   4.8545741e+00   8.5861655e+00   4.9725350e+00
